source_website,search_url,detail_url,title,project_name,developer,posted_on,price,area,configurations,total_units,ownership,approved_by,rera_registered,location,bhk,property_type,transaction_type,possession_status,description,amenities,agent_or_builder,seller_type
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/evantha-villaggio-by-evantha-developers-private-limited-in-anekal-bangalore/,Evantha Villaggio,Evantha Villaggio,EVANTHA DEVELOPERS PRIVATE LIMITED,,14.40 - 21.60 Lac,,Residential Plot,203,,,Yes,"Anekal, Bangalore",,Plot,New Project,Ongoing Projects,Villaggio offers residential plots that multiply your future retus on wealth & bring a great asset to your family with choices of diverse sizes of...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/evantha-unnathi-by-evantha-developers-private-limited-in-basavanagudi-bangalore/,Evantha Unnathi,Evantha Unnathi,EVANTHA DEVELOPERS PRIVATE LIMITED,,,,3 BHK Apartment,4,,,,"Basavanagudi, Bangalore",3,Apartment,New Project,Ready to Move,"An area that radiates the magical atmosphere of classic roots blended with the live wire of modernity, Unnathi provides a luxury space for your family...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/evantha-jaya-by-evantha-developers-private-limited-in-jayanagar-bangalore/,Evantha Jaya,Evantha Jaya,EVANTHA DEVELOPERS PRIVATE LIMITED,,,,3 BHK Apartment,3,,,,"Jayanagar, Bangalore",3,Apartment,New Project,Ready to Move,"At Jaya, spaces are remarkably well-planned with plenty of sunshine and ventilation. Revel in an invigorating location and incomparably unique lifesty...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/evantha-the-hummingbird-by-evantha-developers-private-limited-in-indira-nagar-bangalore/,Evantha The Hummingbird,Evantha The Hummingbird,EVANTHA DEVELOPERS PRIVATE LIMITED,,,,"3, 4 BHK Apartment",7,,,,"Indira Nagar, Bangalore",4,Apartment,New Project,Ready to Move,"A brilliant, futuristic design with a host of mode amenities. Here, your world brims with peace and tranquillity, even though its just a short walk aw...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/goyal-orchid-enclave-by-goyal-and-company-in-whitefield-bangalore/,Goyal Orchid Enclave,Goyal Orchid Enclave,Goyal and Company,,,,"2, 3 BHK Apartment",132,,,,"Whitefield, Bangalore",3,Apartment,New Project,Ready to Move,Orchid Enclave has been thoughtful designed to include a myriad of practical design solutions that ensure no wastage of space. This 12 store...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/sai-sri-aditya-nivas-by-sai-sai-ventures-in-channasandra-bangalore/,Sai Sri Aditya Nivas,Sai Sri Aditya Nivas,Sai Sai Ventures,,,,"2, 3 BHK Apartment",40,,,,"Channasandra, Bangalore",3,Apartment,New Project,Ready to Move,Sri Aditya Nivas is one of the residential development of Sri Aditya Developers. It offers skillfully designed 2BHK and 3BHK apartments. Project has...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/sai-ahp-woods-by-sai-sai-ventures-in-whitefield-bangalore/,Sai AHP Woods,Sai AHP Woods,Sai Sai Ventures,,,,2 BHK Apartment,48,,,,"Whitefield, Bangalore",2,Apartment,New Project,Ready to Move,"AHP Homes - An exclusive gated, secure, impeccably planned development in Bangalore where all the residents needs are within easy walking distance...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/adhvaytha-silicon-greens-plots-by-adel-landmarks-in-hosur-road-bangalore/,Adhvaytha Silicon Greens Plots,Adhvaytha Silicon Greens Plots,Adel Landmarks,,,,Residential Plot,56,,,,"Hosur Road, Bangalore",,Plot,New Project,Ready to Move,"Vasudhaa Silicon Greens are designed for those who wish to relish lavish lifestyle. Proffering best-in class amenities, it’s one of the premium ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/adithi-exotica-by-adithi-projects-in-panathur-bangalore/,Adithi Exotica,Adithi Exotica,ADITHI PROJECTS,,52.27 - 68.64 Lac,,"2, 3 BHK Apartment",35,,,,"Panathur, Bangalore",3,Apartment,New Project,Ready to Move,"35 premium units, 2 & 3 BHK Homes located at Panathur Main Road, Behind Cisco Office, Off Marathahalli Outer Ring Road. This project hosts ameniti...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/adithi-elite-by-adithi-projects-in-marathahalli-bangalore/,Adithi Elite,Adithi Elite,ADITHI PROJECTS,,,,"1, 2, 3 BHK Apartment",46,,,,"Marathahalli, Bangalore",3,Apartment,New Project,Ready to Move,"Elite is a premium housing project launched by Adithi. The Project offers 1, 2 and 3 BHK apartments, ranging in size from 650 to 1760 sq.ft.&nbsp...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/maxworth-jagruthi-by-maxworth-realty-india-limited-in-sarjapur-bangalore/,Maxworth Jagruthi,Maxworth Jagruthi,Maxworth Realty India Limited,,19.80 - 36 Lac,,Residential Plot,180,,,,"Sarjapur, Bangalore",,Plot,New Project,Ready to Move,Max Jagruti is made by Maxworth Realty India Limited. It's a leading group in real-estate market in Bangalore. The group with this builder group is k...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/maxworth-max-dharani-by-maxworth-realty-india-limited-in-devanahalli-bangalore/,Maxworth Max Dharani,Maxworth Max Dharani,Maxworth Realty India Limited,,31.20 - 62.40 Lac,,Residential Plot,147,,,,"Devanahalli, Bangalore",,Plot,New Project,Ready to Move,Max Dharani is a residential plotted development project by Maxworth Realty located in Devanahalli. We don’t need to say how ideal this location...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/maxworth-max-residency-by-maxworth-realty-india-limited-in-devanahalli-bangalore/,Maxworth Max Residency,Maxworth Max Residency,Maxworth Realty India Limited,,,,Residential Plot,438,,,,"Devanahalli, Bangalore",,Plot,New Project,Ready to Move,"Max Residency is one of many common Maxworth Realty residential developments in Devanahalli, area of Bangalore. It's on the list of finished tas...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/maxworth-max-vaibhav-city-by-maxworth-realty-india-limited-in-jigani-bangalore/,Maxworth Max Vaibhav City,Maxworth Max Vaibhav City,Maxworth Realty India Limited,,,,Residential Plot,210,,,,"Jigani, Bangalore",,Plot,New Project,Ready to Move,Max Vaibhav City is a premium housing project launched by Maxworth. Among the many luxurious amenities that the project hosts are Children's...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/maxworth-swarna-residency-by-maxworth-realty-india-limited-in-nelamangala-bangalore/,Maxworth Swarna Residency,Maxworth Swarna Residency,Maxworth Realty India Limited,,,,Residential Plot,105,,,,"Nelamangala, Bangalore",,Plot,New Project,Ready to Move,"Swarna Residency is a premium housing project launched by Maxworth. Among the many luxurious amenities that the project hosts are Security, Rain ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/maxworth-pranati-by-maxworth-realty-india-limited-in-chikkaballapur-bangalore/,Maxworth Pranati,Maxworth Pranati,Maxworth Realty India Limited,,,,Residential Plot,52,,,,"Chikkaballapur, Bangalore",,Plot,New Project,Ready to Move,"Pranati, is a premium housing project located at Chikballapur, Bangalore. Among the many luxurious amenities that the project hosts are Kids Play...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/maxworth-north-park-by-maxworth-realty-india-limited-in-chikkaballapur-bangalore/,Maxworth North Park,Maxworth North Park,Maxworth Realty India Limited,,,,Residential Plot,446,,,,"Chikkaballapur, Bangalore",,Plot,New Project,Ready to Move,"North Park is a premium housing project launched by Maxworth in Chikballapur, Bangalore. Among the many luxurious amenities that the project hosts are...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/maxworth-madhura-residency-by-maxworth-realty-india-limited-in-nelamangala-bangalore/,Maxworth Madhura Residency,Maxworth Madhura Residency,Maxworth Realty India Limited,,,,Residential Plot,37,,,,"Nelamangala, Bangalore",,Plot,New Project,Ready to Move,Madhura Residency is a premium housing project launched by Maxworth. Among the many luxurious amenities that the project hosts are Childrens play...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/maxworth-apoorva-by-maxworth-realty-india-limited-in-jp-nagar-bangalore/,Maxworth Apoorva,Maxworth Apoorva,Maxworth Realty India Limited,,,,Residential Plot,193,,,,"J. P. Nagar, Bangalore",,Plot,New Project,Ready to Move,"Apoorva is a premium housing project launched by Maxworth. Among the many luxurious amenities that the project hosts are Security, Children's pla...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/maxworth-max-pride-by-maxworth-realty-india-limited-in-doddaballapur-bangalore/,Maxworth Max Pride,Maxworth Max Pride,Maxworth Realty India Limited,,,,Residential Plot,64,,,,"Doddaballapur, Bangalore",,Plot,New Project,Ready to Move,"""MAX PRIDE"" a BIAAPA Approved sites near to Bangalore International Airport. Project is on the State Highway with Proposed Four Lanes Road (300 Ft Wid...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/maxworth-abhyudaya-by-maxworth-realty-india-limited-in-doddaballapur-bangalore/,Maxworth Abhyudaya,Maxworth Abhyudaya,Maxworth Realty India Limited,,23.35 - 23.94 Lac,,Residential Plot,234,,,,"Doddaballapur, Bangalore",,Plot,New Project,Ready to Move,"Abhyudaya is a premium housing project launched by Maxworth. Among the many luxurious amenities that the project hosts are Children's play area, ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/maxworth-spoorthi-by-maxworth-realty-india-limited-in-vidyaranyapura-bangalore/,Maxworth Spoorthi,Maxworth Spoorthi,Maxworth Realty India Limited,,,,"1, 2, 3 BHK Apartment",64,,,,"Vidyaranyapura, Bangalore",3,Apartment,New Project,Ready to Move,"Spoorthi is a premium housing project launched by Maxworth. The project offers Apartment in 1, 2, 3 BHK configurations available from 745 sqft to 1350...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/maxworth-max-spandana-by-maxworth-realty-india-limited-in-kumbalgodu-bangalore/,Maxworth Max Spandana,Maxworth Max Spandana,Maxworth Realty India Limited,,,,Residential Plot,263,,,,"Kumbalgodu, Bangalore",,Plot,New Project,Ready to Move,"Max Spandana is a premium housing project launched by Maxworth in Kumbalgodu, Bangalore. Among the many luxurious amenities that the project host...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/maxworth-max-sadhana-by-maxworth-realty-india-limited-in-devanahalli-bangalore/,Maxworth Max Sadhana,Maxworth Max Sadhana,Maxworth Realty India Limited,,,,Residential Plot,500,,,,"Devanahalli, Bangalore",,Plot,New Project,Ready to Move,"Max Sadhana is a premium housing project launched by Maxworth. Among the many luxurious amenities that the project hosts are Swimming Pool, ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/maxworth-keertana-by-maxworth-realty-india-limited-in-devanahalli-bangalore/,Maxworth Keertana,Maxworth Keertana,Maxworth Realty India Limited,,,,Residential Plot,326,,,,"Devanahalli, Bangalore",,Plot,New Project,Ready to Move,"Keertana is a premium housing project launched by Maxworth. Among the many luxurious amenities that the project hosts are Swimming Pool, Club House, S...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/maxworth-max-sri-vishnu-residency-by-maxworth-realty-india-limited-in-yelahanka-bangalore/,Maxworth Max Sri Vishnu Residency,Maxworth Max Sri Vishnu Residency,Maxworth Realty India Limited,,,,Residential Plot,500,,,,"Yelahanka, Bangalore",,Plot,New Project,Ready to Move,Max Sri Vishnu Residency is a premium housing project launched by Maxworth. Project is on the State Highway with Proposed Four Lanes Road (240 Ft...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/maxworth-meridian-by-maxworth-realty-india-limited-in-yelahanka-bangalore/,Maxworth Meridian,Maxworth Meridian,Maxworth Realty India Limited,,93.10 Lac - 1.20 Cr.,,"2, 3 BHK Apartment",147,,,,"Yelahanka, Bangalore",3,Apartment,New Project,Ongoing Projects,"Max Meridian presents you a life surrounded with stunning houses and Apartments blue azure above. Positioned amidst verdant environ, Max Meridian prom...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/ansal-krsna-ii-by-ansal-buildwell-in-hosur-road-bangalore/,Ansal Krsna II,Ansal Krsna II,ANSAL BUILDWELL,,,,"2, 3 BHK Apartment",120,,,,"Hosur Road, Bangalore",3,Apartment,New Project,Ready to Move,THE KRSNA II is the second block of the residential apartments in the KRSNA Complex brought to you from the pioneers & Real Estate business....,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/goyal-orchid-lakeview-by-goyal-and-company-in-bellandur-bangalore/,Goyal Orchid Lakeview,Goyal Orchid Lakeview,Goyal and Company,,,,"2, 3 BHK Apartment",336,,,,"Bellandur, Bangalore",3,Apartment,New Project,Ready to Move,There is no point in having an apparently large apartment that isn’t planned well. The efficient utilization of space is imperative. Optimisin...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/goyal-orchid-woods-by-goyal-and-company-in-hennur-road-bangalore/,Goyal Orchid Woods,Goyal Orchid Woods,Goyal and Company,,,,"2, 3 BHK Apartment",392,,,,"Hennur Road, Bangalore",3,Apartment,New Project,Ready to Move,"Orchid Woods is being developed in partnership with the Hariyana Group. Positioned in a fast growing region of Bangalore, it presents a sensible and ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/goyal-orchid-park-by-goyal-and-company-in-whitefield-bangalore/,Goyal Orchid Park,Goyal Orchid Park,Goyal and Company,,73.20 Lac,,3 BHK Apartment,40,,,,"Whitefield, Bangalore",3,Apartment,New Project,Ready to Move,"With only 4 exclusive apartments on each floor; Orchid Park is an 8 storey apartment complex located on the Sai Baba Ashram Road in Whitefield, Bangal...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/goyal-orchid-whitefield-by-goyal-and-company-in-whitefield-bangalore/,Goyal Orchid Whitefield,Goyal Orchid Whitefield,Goyal and Company,,73.25 Lac,,"1, 2, 3 BHK Apartment",492,,,Yes,"Whitefield, Bangalore",3,Apartment,New Project,Ongoing Projects,Orchid Whitefield is an oasis to itself. It’s 6.35 acre sprawling campus is designed by world renowned landscape architects who have ensured tha...,,,
